"taskId","variant","repeat","orderIndex","requestSeq","responseSeq","dispatched","responseError","finish","acceptedText","actualModel","fingerprint"
"b01-normalize","full","2","50","3","4","true","null","stop","Fix `normalizeText` in `normalize.mjs` without changing its named export or the public tests. It takes a string and returns a new string with leading and trailing JavaScript whitespace removed, each nonempty internal run of JavaScript whitespace replaced by a single ASCII space, and all letters lowercased via `String.prototype.toLowerCase()`. Empty or whitespace-only input returns `''`, including spaces, tabs, and line breaks. Non-string input throws a `TypeError`.","deepseek-flash","aeb56401ca74e127821c4f9126dcb669"
"b02-counter","optimizer","2","52","3","4","true","null","stop","Fix `createCounter` in `counter.mjs` while keeping its named export. Each call must create an independent counter. `createCounter(initial = 0)` starts at the supplied finite number. The returned object must have `value()`, `increment(step = 1)`, and `decrement(step = 1)` methods. `value()` returns the current number; increment and decrement update that instance by the finite numeric step and return the new value. Positive and negative finite steps are allowed. A non-number or non-finite `initial` or `step` must throw `TypeError` without changing any counter. Do not change the public tests.","deepseek-flash","aeb56401ca74e127821c4f9126dcb669"
"b02-counter","full","2","53","3","4","true","null","stop","Fix `createCounter` in `counter.mjs` while keeping its named export. Each call must create an independent counter. `createCounter(initial = 0)` starts at the supplied finite number. The returned object must have `value()`, `increment(step = 1)`, and `decrement(step = 1)` methods. `value()` returns the current number; increment and decrement update that instance by the finite numeric step and return the new value. Positive and negative finite steps are allowed. A non-number or non-finite `initial` or `step` must throw `TypeError` without changing any counter. Do not change the public tests.","deepseek-flash","aeb56401ca74e127821c4f9126dcb669"
"b03-config","full","2","56","3","4","true","null","stop","Fix `mergeConfig(defaults, overrides = {})` in `config.mjs` without changing its named export or the public tests. Require both arguments to be non-null, non-array plain objects, otherwise throw `TypeError`. Consider only own enumerable string keys, ignoring inherited keys, and treat keys like `__proto__` and `constructor` as ordinary data keys, including from `JSON.parse`. Each value must be either a primitive (`string`, `number`, `boolean`, or `null`) or a one-level nested plain object whose values are primitives. Merge top-level keys with overrides winning. When both sides of a key are nested objects, merge their own immediate fields, preserving default fields absent from the override. Otherwise replace with the override value, including `false`, `0`, and `null`. Return a fresh top-level object and fresh nested objects, never mutating or retaining nested object references from either argument. Calls must be independent, including repeated calls with the same defaults.","deepseek-flash","aeb56401ca74e127821c4f9126dcb669"
"b03-config","optimizer","2","59","3","4","true","null","stop","Fix `mergeConfig(defaults, overrides = {})` in `config.mjs` without changing its named export or the public tests. Both arguments must be non-null, non-array plain objects, or throw `TypeError`. Use own enumerable string keys only, ignoring inherited keys. Treat keys like `__proto__` and `constructor` as ordinary data keys, including from `JSON.parse`. Values are primitives (`string`, `number`, `boolean`, `null`) or one-level nested plain objects of primitives. Merge top-level keys with overrides winning. When both values for a key are nested objects, merge their own immediate fields, preserving default fields absent from the override. Otherwise replace with the override, including `false`, `0`, and `null`. Return a fresh top-level object and fresh nested objects; never mutate or retain nested object references from either argument. Calls must be independent, including repeated calls with the same defaults.","deepseek-flash","aeb56401ca74e127821c4f9126dcb669"
"f01-tags","optimizer","2","62","3","4","true","null","stop","Implement `parseTags(input)` in `tags.mjs`, preserving the named export and public tests. Require `input` to be a string, otherwise throw `TypeError`. Split only on literal commas. For each part, trim surrounding JavaScript whitespace, collapse each nonempty internal whitespace run to a single ASCII space, and lowercase using `String.prototype.toLowerCase()`. Discard empty normalized parts. Return an array of unique normalized tags in first-occurrence order, with comparisons case-sensitive after normalization so differently cased spellings of the same tag are duplicates. An empty or delimiter-only string returns `[]`. Do not modify the public tests.","deepseek-flash","aeb56401ca74e127821c4f9126dcb669"
"f01-tags","full","2","63","3","4","true","null","stop","Implement `parseTags(input)` in `tags.mjs`, preserving the named export and public tests. Require `input` to be a string, otherwise throw `TypeError`. Split only on literal commas. For each part, trim surrounding JavaScript whitespace, collapse each nonempty internal whitespace run to a single ASCII space, and lowercase using `String.prototype.toLowerCase()`. Discard empty normalized parts. Return an array of unique normalized tags in first-occurrence order, with comparisons case-sensitive after normalization so differently cased spellings of the same tag are duplicates. An empty or delimiter-only string returns `[]`. Do not modify the public tests.","deepseek-flash","aeb56401ca74e127821c4f9126dcb669"
"f02-pagination","optimizer","2","65","3","4","true","null","stop","Implement `paginate(items, page, pageSize)` in `pagination.mjs` as a named export.

`items` must be an array; `page` and `pageSize` must be positive safe integers. Throw `TypeError` for a non-array and `RangeError` for an invalid numeric argument. Pages are 1-based. Return `{ items, totalPages, nextPage }`, where `items` is a new array of the selected elements in original order, `totalPages` is `Math.ceil(items.length / pageSize)`, and `nextPage` is the next 1-based page number only if it exists, otherwise `null`. For empty input, return zero pages, empty page data, and `nextPage: null`. For a page beyond the last, return empty page data and `nextPage: null` while preserving the actual total page count. Do not mutate the input array or its elements.","deepseek-flash","aeb56401ca74e127821c4f9126dcb669"
"f02-pagination","full","2","66","3","4","true","null","stop","Implement `paginate(items, page, pageSize)` in `pagination.mjs` as a named export.

`items` must be an array; `page` and `pageSize` must be positive safe integers. Throw `TypeError` for a non-array and `RangeError` for an invalid numeric argument. Pages are 1-based. Return `{ items, totalPages, nextPage }`, where `items` is a new array of the selected elements in original order, `totalPages` is `Math.ceil(items.length / pageSize)`, and `nextPage` is the next 1-based page number only if it exists, otherwise `null`. For empty input, return zero pages, empty page data, and `nextPage: null`. For a page beyond the last, return empty page data and `nextPage: null` while preserving the actual total page count. Do not mutate the input array or its elements.","deepseek-flash","aeb56401ca74e127821c4f9126dcb669"
"f03-ranges","optimizer","2","68","3","4","true","null","stop","Implement `mergeRanges(ranges)` in `ranges.mjs` for closed integer intervals.

Accept only an array of `[start, end]` pairs where both bounds are safe integers and `start <= end`; otherwise throw `TypeError`. Input may be unsorted. Sort by start, then end, and merge intervals that overlap or touch as adjacent integers (e.g. `[2,4]` and `[5,7]` become `[2,7]`). Contained intervals must not shorten the current interval. Return intervals sorted by start as fresh pair arrays inside a fresh result array. Empty input returns `[]`. Do not mutate the input array or any pair. Keep the named export.","deepseek-flash","aeb56401ca74e127821c4f9126dcb669"
"f03-ranges","full","2","69","3","4","true","null","stop","Implement `mergeRanges(ranges)` in `ranges.mjs` for closed integer intervals.

Accept only an array of `[start, end]` pairs where both bounds are safe integers and `start <= end`; otherwise throw `TypeError`. Input may be unsorted. Sort by start, then end, and merge intervals that overlap or touch as adjacent integers (e.g. `[2,4]` and `[5,7]` become `[2,7]`). Contained intervals must not shorten the current interval. Return intervals sorted by start as fresh pair arrays inside a fresh result array. Empty input returns `[]`. Do not mutate the input array or any pair. Keep the named export.","deepseek-flash","aeb56401ca74e127821c4f9126dcb669"
"h01-config-pipeline","full","2","72","3","4","true","null","stop","Repair `resolveConfig` in `src/index.mjs` so configuration resolution correctly merges defaults, file, and env layers without losing sibling fields or falsy overrides, and without leaking state or nested references between calls. Preserve the exported API, the documented precedence and validation behavior, and the exact `formatLegacy` and `formatConfig` outputs.","deepseek-flash","aeb56401ca74e127821c4f9126dcb669"
"h01-config-pipeline","optimizer","2","75","3","4","true","null","stop","Repair `resolveConfig` in `src/index.mjs` so configuration resolution correctly merges defaults, file, and env layers without losing sibling fields or falsy overrides, and without leaking state between calls. Preserve the exported API, public tests, and `formatLegacy`/`formatConfig` output behavior.","deepseek-flash","aeb56401ca74e127821c4f9126dcb669"
"h02-chunk-parser","optimizer","2","78","3","4","true","null","stop","Fix the shared delimited-record parser in `src/index.mjs` so chunk boundaries do not affect parsed records or errors, while preserving `parseRows`, `readItems`, and `countItems` and leaving public tests unchanged.","deepseek-flash","aeb56401ca74e127821c4f9126dcb669"
"h02-chunk-parser","full","2","79","3","4","true","null","stop","Fix the shared delimited-record parser in `src/index.mjs` so chunk boundaries do not affect parsed records or errors, while preserving `parseRows`, `readItems`, and `countItems` and leaving public tests unchanged.","deepseek-flash","aeb56401ca74e127821c4f9126dcb669"
